iter	Passed	Remaining
1707	5312	4018
1708	5316	4015
1709	5319	4013
1710	5322	4010
1711	5326	4007
1712	5330	4004
1713	5333	4001
1714	5336	3998
1715	5339	3995
1716	5343	3992
1717	5347	3990
1718	5350	3987
1719	5353	3984
1720	5356	3980
1721	5359	3977
1722	5362	3974
1723	5365	3971
1724	5368	3967
1725	5371	3964
1726	5375	3962
1727	5378	3958
1728	5381	3955
1729	5384	3952
1730	5387	3949
1731	5390	3946
1732	5392	3942
1733	5395	3939
1734	5398	3936
1735	5401	3932
1736	5404	3929
1737	5407	3926
1738	5410	3923
1739	5414	3920
1740	5417	3917
1741	5420	3914
1742	5424	3911
1743	5427	3908
1744	5430	3905
1745	5434	3903
1746	5438	3900
1747	5441	3897
1748	5444	3894
1749	5447	3891
1750	5450	3888
1751	5454	3885
1752	5457	3882
1753	5461	3879
1754	5464	3876
1755	5468	3874
1756	5472	3871
1757	5476	3868
1758	5479	3865
1759	5483	3863
1760	5486	3860
1761	5489	3857
1762	5492	3853
1763	5495	3850
1764	5499	3848
1765	5502	3845
1766	5505	3842
1767	5509	3839
1768	5512	3836
1769	5516	3833
1770	5519	3830
1771	5523	3827
1772	5526	3824
1773	5529	3821
1774	5532	3818
1775	5536	3815
1776	5540	3813
1777	5543	3810
1778	5547	3807
1779	5550	3804
1780	5553	3801
1781	5556	3798
1782	5560	3795
1783	5563	3792
1784	5566	3789
1785	5569	3785
1786	5573	3783
1787	5576	3780
1788	5580	3777
1789	5583	3774
1790	5586	3771
1791	5589	3768
1792	5592	3764
1793	5596	3762
1794	5599	3759
1795	5602	3756
1796	5606	3753
1797	5609	3750
1798	5612	3747
1799	5615	3743
1800	5619	3740
1801	5622	3737
1802	5625	3734
1803	5628	3731
1804	5632	3728
1805	5635	3725
1806	5638	3722
1807	5640	3718
1808	5643	3715
1809	5646	3712
1810	5649	3709
1811	5652	3706
1812	5655	3702
1813	5658	3699
1814	5661	3696
1815	5663	3692
1816	5666	3689
1817	5670	3686
1818	5673	3683
1819	5676	3680
1820	5679	3677
1821	5681	3673
1822	5684	3670
1823	5688	3667
1824	5691	3664
1825	5693	3660
1826	5696	3657
1827	5699	3653
1828	5702	3650
1829	5704	3647
1830	5708	3644
1831	5711	3641
1832	5715	3638
1833	5718	3635
1834	5722	3633
1835	5726	3630
1836	5729	3627
1837	5732	3624
1838	5736	3621
1839	5739	3618
1840	5743	3615
1841	5746	3612
1842	5750	3609
1843	5753	3606
1844	5756	3603
1845	5760	3601
1846	5763	3597
1847	5766	3594
1848	5769	3591
1849	5772	3588
1850	5775	3585
1851	5779	3582
1852	5783	3579
1853	5786	3576
1854	5789	3573
1855	5793	3570
1856	5796	3567
1857	5799	3564
1858	5802	3561
1859	5806	3558
1860	5809	3555
1861	5812	3552
1862	5815	3549
1863	5818	3546
1864	5822	3543
1865	5824	3539
1866	5827	3536
1867	5830	3532
1868	5833	3530
1869	5837	3527
1870	5840	3524
1871	5844	3521
1872	5848	3519
1873	5852	3516
1874	5855	3513
1875	5858	3510
1876	5861	3507
1877	5864	3503
1878	5867	3500
1879	5871	3497
1880	5874	3494
1881	5877	3491
1882	5881	3488
1883	5884	3485
1884	5887	3482
1885	5891	3479
1886	5894	3476
1887	5896	3473
1888	5899	3469
1889	5902	3466
1890	5905	3463
1891	5908	3460
1892	5911	3457
1893	5915	3454
1894	5917	3450
1895	5920	3447
1896	5923	3444
1897	5928	3442
1898	5932	3439
1899	5936	3436
1900	5939	3433
1901	5942	3430
1902	5945	3427
1903	5948	3424
1904	5951	3421
1905	5954	3417
1906	5957	3414
1907	5961	3411
1908	5964	3408
1909	5968	3406
1910	5972	3403
1911	5976	3400
1912	5979	3397
1913	5983	3395
1914	5986	3392
1915	5990	3389
1916	5994	3386
1917	5997	3383
1918	6001	3380
1919	6004	3377
1920	6008	3374
1921	6011	3371
1922	6015	3368
1923	6018	3365
1924	6021	3362
1925	6025	3359
1926	6028	3356
1927	6031	3353
1928	6034	3350
1929	6037	3347
1930	6040	3344
1931	6043	3340
1932	6047	3338
1933	6050	3335
1934	6054	3332
1935	6057	3329
1936	6060	3326
1937	6064	3323
1938	6067	3320
1939	6071	3317
1940	6074	3314
1941	6078	3311
1942	6081	3308
1943	6085	3305
1944	6089	3302
1945	6092	3299
1946	6096	3297
1947	6099	3294
1948	6102	3291
1949	6106	3287
1950	6109	3284
1951	6112	3281
1952	6115	3278
1953	6118	3275
1954	6121	3272
1955	6124	3269
1956	6127	3265
1957	6131	3262
1958	6133	3259
1959	6136	3256
1960	6139	3253
1961	6142	3249
1962	6146	3246
1963	6149	3243
1964	6153	3241
1965	6157	3238
1966	6160	3235
1967	6164	3232
1968	6167	3229
1969	6171	3226
1970	6174	3223
1971	6177	3220
1972	6181	3217
1973	6184	3214
1974	6187	3211
1975	6190	3208
1976	6194	3205
1977	6197	3202
1978	6201	3199
1979	6204	3196
1980	6208	3193
1981	6212	3190
1982	6214	3187
1983	6218	3184
1984	6221	3181
1985	6223	3177
1986	6227	3174
1987	6230	3171
1988	6233	3168
1989	6237	3165
1990	6239	3162
1991	6242	3158
1992	6245	3155
1993	6249	3152
1994	6253	3150
1995	6256	3146
1996	6259	3143
1997	6262	3140
1998	6266	3137
1999	6269	3134
2000	6273	3131
2001	6277	3129
2002	6280	3125
2003	6283	3123
2004	6287	3120
2005	6291	3117
2006	6294	3114
2007	6298	3111
2008	6301	3108
2009	6305	3105
2010	6308	3102
2011	6311	3099
2012	6315	3096
2013	6319	3093
2014	6322	3090
2015	6326	3087
2016	6329	3084
2017	6332	3081
2018	6336	3078
2019	6339	3075
2020	6342	3072
2021	6346	3069
2022	6349	3066
2023	6353	3063
2024	6357	3061
2025	6361	3058
2026	6364	3054
2027	6367	3052
2028	6370	3048
2029	6373	3045
2030	6377	3042
2031	6380	3039
2032	6382	3035
2033	6385	3032
2034	6388	3029
2035	6391	3026
2036	6394	3023
2037	6397	3019
2038	6400	3016
2039	6402	3012
2040	6405	3009
2041	6408	3006
2042	6411	3003
2043	6415	3000
2044	6420	2998
2045	6423	2995
2046	6427	2992
2047	6431	2989
2048	6433	2986
2049	6436	2982
2050	6439	2979
2051	6443	2976
2052	6446	2973
2053	6450	2970
2054	6453	2967
2055	6456	2964
2056	6459	2961
2057	6463	2958
2058	6467	2955
2059	6470	2952
2060	6474	2949
2061	6477	2946
2062	6481	2943
2063	6484	2940
2064	6487	2937
2065	6491	2934
2066	6494	2931
2067	6497	2928
2068	6501	2925
2069	6504	2922
2070	6508	2919
2071	6512	2916
2072	6515	2913
2073	6518	2910
2074	6521	2907
2075	6524	2904
2076	6527	2900
2077	6530	2897
2078	6533	2894
2079	6536	2891
2080	6539	2888
2081	6543	2885
2082	6546	2882
2083	6550	2879
2084	6553	2876
2085	6556	2872
2086	6559	2869
2087	6562	2866
2088	6565	2863
2089	6568	2859
2090	6571	2856
2091	6574	2853
2092	6578	2850
2093	6581	2847
2094	6584	2844
2095	6587	2841
2096	6590	2838
2097	6594	2834
2098	6597	2831
2099	6600	2828
2100	6603	2825
2101	6607	2822
2102	6609	2819
2103	6612	2816
2104	6615	2812
2105	6618	2809
2106	6623	2807
2107	6626	2803
2108	6629	2800
2109	6632	2797
2110	6634	2794
2111	6638	2791
2112	6641	2787
2113	6644	2784
2114	6647	2781
2115	6650	2778
2116	6653	2775
2117	6656	2772
2118	6659	2768
2119	6662	2765
2120	6665	2762
2121	6668	2759
2122	6671	2755
2123	6674	2752
2124	6677	2749
2125	6681	2746
2126	6684	2743
2127	6687	2740
2128	6690	2737
2129	6693	2733
2130	6695	2730
2131	6698	2727
2132	6701	2724
2133	6704	2720
2134	6707	2717
2135	6709	2714
2136	6712	2710
2137	6715	2707
2138	6718	2704
2139	6722	2701
2140	6725	2698
2141	6727	2694
2142	6730	2691
2143	6733	2688
2144	6736	2685
2145	6739	2682
2146	6742	2678
2147	6745	2675
2148	6748	2672
2149	6752	2669
2150	6755	2666
2151	6757	2662
2152	6760	2659
2153	6763	2656
2154	6766	2653
2155	6770	2650
2156	6773	2647
2157	6776	2643
2158	6779	2640
2159	6781	2637
2160	6785	2634
2161	6788	2631
2162	6790	2627
2163	6794	2624
2164	6796	2621
2165	6800	2618
2166	6804	2615
2167	6807	2612
2168	6810	2609
2169	6813	2606
2170	6816	2603
2171	6820	2599
2172	6824	2597
2173	6827	2593
2174	6830	2590
2175	6833	2587
2176	6837	2584
2177	6840	2581
2178	6844	2578
2179	6847	2575
2180	6850	2572
2181	6854	2569
2182	6857	2566
2183	6860	2563
2184	6863	2560
2185	6867	2557
2186	6871	2554
2187	6874	2551
2188	6878	2548
2189	6881	2545
2190	6885	2542
2191	6888	2539
2192	6891	2536
2193	6896	2533
2194	6899	2530
2195	6902	2527
2196	6906	2524
2197	6909	2521
2198	6912	2517
2199	6915	2514
2200	6919	2511
2201	6923	2509
2202	6927	2506
2203	6930	2503
2204	6934	2500
2205	6938	2497
2206	6941	2494
2207	6944	2490
2208	6947	2487
2209	6950	2484
2210	6954	2481
2211	6957	2478
2212	6959	2475
2213	6962	2471
2214	6965	2468
2215	6968	2465
2216	6971	2462
2217	6974	2458
2218	6977	2455
2219	6980	2452
2220	6983	2449
2221	6987	2446
2222	6990	2443
2223	6994	2440
2224	6997	2437
2225	7000	2434
2226	7004	2431
2227	7008	2428
2228	7012	2425
2229	7015	2422
2230	7019	2419
2231	7023	2416
2232	7026	2413
2233	7030	2410
2234	7034	2407
2235	7038	2404
2236	7041	2401
2237	7044	2398
2238	7047	2395
2239	7051	2392
2240	7053	2388
2241	7056	2385
2242	7059	2382
2243	7062	2379
2244	7065	2376
2245	7069	2373
2246	7072	2370
2247	7076	2367
2248	7079	2363
2249	7083	2361
2250	7087	2358
2251	7090	2355
2252	7093	2351
2253	7097	2348
2254	7100	2345
2255	7103	2342
2256	7107	2339
2257	7110	2336
2258	7114	2333
2259	7117	2330
2260	7123	2328
2261	7127	2325
2262	7130	2322
2263	7134	2319
2264	7137	2316
2265	7140	2313
2266	7144	2310
2267	7147	2306
2268	7151	2303
2269	7154	2300
2270	7157	2297
2271	7160	2294
2272	7163	2291
2273	7166	2288
2274	7170	2284
2275	7174	2282
2276	7177	2279
2277	7181	2276
2278	7184	2273
2279	7187	2269
2280	7189	2266
2281	7192	2262
2282	7196	2260
2283	7199	2256
2284	7203	2253
2285	7206	2250
2286	7210	2247
2287	7213	2244
2288	7216	2241
2289	7220	2238
2290	7223	2235
2291	7227	2232
2292	7230	2229
2293	7234	2226
2294	7237	2223
2295	7240	2220
2296	7243	2216
2297	7246	2213
2298	7249	2210
2299	7252	2207
2300	7255	2204
2301	7257	2200
2302	7260	2197
2303	7264	2194
2304	7267	2191
2305	7270	2188
2306	7274	2185
2307	7277	2181
2308	7280	2178
2309	7283	2175
2310	7286	2172
2311	7289	2169
2312	7292	2165
2313	7296	2163
2314	7299	2159
2315	7303	2156
2316	7306	2153
2317	7309	2150
2318	7313	2147
2319	7316	2144
2320	7320	2141
2321	7322	2138
2322	7326	2135
2323	7330	2132
2324	7333	2129
2325	7337	2126
2326	7340	2123
2327	7344	2119
2328	7346	2116
2329	7349	2113
2330	7353	2110
2331	7356	2107
2332	7359	2104
2333	7362	2101
2334	7366	2098
2335	7370	2095
2336	7374	2092
2337	7377	2088
2338	7380	2085
2339	7384	2082
2340	7388	2079
2341	7392	2076
2342	7396	2074
2343	7399	2070
2344	7403	2067
2345	7407	2064
2346	7410	2061
2347	7413	2058
2348	7416	2055
2349	7420	2052
2350	7423	2049
2351	7427	2046
2352	7429	2042
2353	7432	2039
2354	7435	2036
2355	7438	2033
2356	7441	2030
2357	7445	2027
2358	7448	2024
2359	7452	2020
2360	7456	2017
2361	7459	2014
2362	7463	2011
2363	7466	2008
2364	7470	2005
2365	7473	2002
2366	7476	1999
2367	7480	1996
2368	7483	1993
2369	7487	1990
2370	7490	1987
2371	7493	1983
2372	7496	1980
2373	7499	1977
2374	7503	1974
2375	7507	1971
2376	7511	1968
2377	7514	1965
2378	7517	1962
2379	7520	1959
2380	7523	1955
2381	7527	1952
2382	7531	1949
2383	7534	1946
2384	7538	1943
2385	7542	1940
2386	7545	1937
2387	7549	1934
2388	7553	1931
2389	7556	1928
2390	7559	1925
2391	7563	1922
2392	7566	1919
2393	7569	1915
2394	7571	1912
2395	7574	1909
2396	7577	1906
2397	7579	1902
2398	7582	1899
2399	7585	1896
2400	7588	1893
2401	7592	1890
2402	7595	1887
2403	7598	1883
2404	7601	1880
2405	7604	1877
2406	7608	1874
2407	7610	1871
2408	7613	1867
2409	7616	1864
2410	7619	1861
2411	7622	1858
2412	7626	1855
2413	7628	1851
2414	7632	1848
2415	7635	1845
2416	7637	1842
2417	7641	1839
2418	7644	1836
2419	7647	1832
2420	7651	1829
2421	7653	1826
2422	7656	1823
2423	7658	1819
2424	7661	1816
2425	7664	1813
2426	7668	1810
2427	7671	1807
2428	7674	1804
2429	7678	1801
2430	7681	1797
2431	7684	1794
2432	7688	1791
2433	7691	1788
2434	7695	1785
2435	7698	1782
2436	7701	1779
2437	7704	1776
2438	7707	1772
2439	7710	1769
2440	7713	1766
2441	7716	1763
2442	7719	1760
2443	7723	1756
2444	7726	1753
2445	7729	1750
2446	7732	1747
2447	7735	1744
2448	7738	1741
2449	7742	1738
2450	7746	1735
2451	7749	1731
2452	7752	1728
2453	7755	1725
2454	7758	1722
2455	7762	1719
2456	7767	1716
2457	7770	1713
2458	7774	1710
2459	7777	1707
2460	7781	1704
2461	7784	1700
2462	7787	1697
2463	7791	1694
2464	7794	1691
2465	7798	1688
2466	7801	1685
2467	7805	1682
2468	7808	1679
2469	7811	1676
2470	7815	1673
2471	7819	1670
2472	7822	1667
2473	7825	1663
2474	7828	1660
2475	7831	1657
2476	7835	1654
2477	7838	1651
2478	7842	1648
2479	7845	1645
2480	7848	1641
2481	7851	1638
2482	7855	1635
2483	7857	1632
2484	7860	1629
2485	7863	1625
2486	7867	1622
2487	7870	1619
2488	7873	1616
2489	7877	1613
2490	7880	1610
2491	7883	1607
2492	7886	1603
2493	7889	1600
2494	7893	1597
2495	7896	1594
2496	7900	1591
2497	7903	1588
2498	7907	1585
2499	7910	1582
2500	7914	1579
2501	7917	1575
2502	7922	1573
2503	7925	1569
2504	7928	1566
2505	7932	1563
2506	7935	1560
2507	7938	1557
2508	7941	1554
2509	7945	1551
2510	7949	1548
2511	7953	1545
2512	7956	1541
2513	7959	1538
2514	7963	1535
2515	7967	1532
2516	7970	1529
2517	7973	1526
2518	7976	1523
2519	7979	1519
2520	7982	1516
2521	7986	1513
2522	7989	1510
2523	7992	1507
2524	7995	1504
2525	7998	1500
2526	8001	1497
2527	8004	1494
2528	8007	1491
2529	8010	1488
2530	8013	1484
2531	8016	1481
2532	8019	1478
2533	8022	1475
2534	8025	1472
2535	8028	1469
2536	8031	1465
2537	8035	1462
2538	8037	1459
2539	8040	1456
2540	8043	1452
2541	8046	1449
2542	8050	1446
2543	8053	1443
2544	8056	1440
2545	8059	1437
2546	8062	1434
