iter	RMSE
452	514.6408014
453	514.0265735
454	513.432898
455	512.5156984
456	512.4594041
457	511.9068444
458	511.8516932
459	511.6573642
460	511.4486393
461	511.2593427
462	511.2054862
463	510.0685774
464	509.9750772
465	509.3314064
466	508.7272295
467	508.1179897
468	508.0661964
469	507.612318
470	506.7310229
471	505.8119871
472	504.9910889
473	504.1631354
474	503.7236708
475	503.1696037
476	502.5502654
477	501.6389668
478	501.0501639
479	500.8047026
480	499.9597102
481	499.4240413
482	498.7906777
483	498.7401134
484	498.0848465
485	497.5621817
486	497.0533101
487	496.6828952
488	496.3246734
489	495.7852327
490	495.2179483
491	494.463259
492	494.1119593
493	493.4815341
494	492.9001127
495	491.9988941
496	491.1784181
497	490.6373081
498	490.1085531
499	489.3982722
500	488.7774049
501	488.2578615
502	487.7824766
503	486.9105386
504	486.773935
505	486.6491856
506	486.189965
507	485.4513378
508	485.0632289
509	484.7278629
510	484.6812391
511	484.1753641
512	483.6506856
513	482.8234872
514	482.7775852
515	482.6542033
516	482.1223518
517	482.0169742
518	481.4376608
519	480.8630166
520	480.3838228
521	480.368288
522	480.2655952
523	480.2504335
524	479.9974113
525	479.5824701
526	479.5677005
527	479.5531184
528	479.5387207
529	478.9942615
530	478.3728325
531	477.8091793
532	477.4904104
533	477.2800023
534	477.1803884
535	476.9403048
536	476.43363
537	475.8972819
538	475.662961
539	475.393528
540	474.9703912
541	474.4678756
542	474.2351914
543	473.5237744
544	473.5103283
545	473.0599775
546	472.7126177
547	472.2684111
548	471.7737122
549	471.1845976
550	470.7758238
551	470.204199
552	469.947156
553	469.4541487
554	469.0587638
555	468.3467514
556	468.3338265
557	467.4938488
558	467.2952212
559	466.7751813
560	466.6315204
561	466.0938799
562	465.6967621
563	465.1214724
564	464.889897
565	464.4067956
566	463.9497717
567	463.2623389
568	462.7059507
569	462.6020276
570	462.0898414
571	461.8583179
572	461.5798333
573	461.5676142
574	461.3797832
575	461.0749851
576	460.6527181
577	460.1562764
578	460.1442087
579	459.920859
580	459.4452621
581	458.8916218
582	458.4345331
583	458.0242654
584	457.5725902
585	457.3195575
586	457.0958513
587	456.4915674
588	456.1545976
589	455.5512026
590	454.9091559
591	454.3123477
592	453.9815052
593	453.4959188
594	453.4842759
595	453.1028241
596	452.716796
597	452.252453
598	451.9358492
599	451.5022327
600	451.2793934
601	451.2679259
602	451.0897585
603	450.3259546
604	449.9039818
605	449.4888341
606	449.1661365
607	448.8669126
608	448.4853589
609	448.3947909
610	448.0084685
611	447.9226329
612	447.4371207
613	447.4261098
614	446.85441
615	446.2641058
616	445.5803675
617	445.2644402
618	444.9001125
619	444.4671228
620	444.0036499
621	443.9927511
622	443.4252147
623	443.0040837
624	442.5239846
625	442.118699
626	441.7200032
627	441.4467049
628	441.056929
629	440.8514687
630	440.4246673
631	439.9981569
632	439.6147849
633	439.5299955
634	439.330916
635	438.8857682
636	438.4445356
637	438.4342408
638	438.2367103
639	437.7236836
640	437.394136
641	437.1860706
642	436.6001033
643	436.5899243
644	436.3924217
645	436.207523
646	435.9448552
647	435.9349147
648	435.6916198
649	435.2912526
650	434.9581111
651	434.8049458
652	434.5608887
653	434.3898557
654	434.2226792
655	433.6673957
656	433.3162088
657	433.0648916
658	432.8547368
659	432.7458612
660	432.5200063
661	432.250019
662	431.9041947
663	431.4432774
664	431.1672632
665	430.7048337
666	430.2976842
667	430.04837
668	429.7487157
669	429.6331211
670	429.6235961
671	429.1468446
672	428.9732464
673	428.6107307
674	428.601416
675	428.2603466
676	427.920413
677	427.6818934
678	427.6726943
679	427.4724023
680	427.1918369
681	426.7804946
682	426.7219809
683	426.6262848
684	426.1406424
685	425.9485598
686	425.6085192
687	425.5997571
688	425.2188167
689	424.8888019
690	424.7854353
691	424.1623737
692	424.1539973
693	423.6693958
694	423.2297079
695	422.7124255
696	422.2820513
697	422.0099244
698	422.0018155
699	421.5319252
700	421.0893898
701	420.8814795
702	420.6726801
703	420.5198321
704	420.2799451
705	419.9819845
706	419.7455899
707	419.5261686
708	419.2013479
709	418.8866969
710	418.5605977
711	418.2947478
712	418.0646047
713	417.7476012
714	417.5088039
715	417.2576956
716	416.8247868
717	416.6677167
718	416.1940447
719	415.8949599
720	415.5496849
721	415.245761
722	414.9601055
723	414.6752789
724	414.5220828
725	414.0336976
726	413.5815969
727	413.4197856
728	413.1784508
729	412.9908828
730	412.7588798
731	412.4587489
732	412.1234495
733	412.0453418
734	411.744762
735	411.5279871
736	411.3719763
737	411.1156454
738	410.8296889
739	410.5007914
740	410.3174597
741	410.0060426
742	409.5579407
743	409.1188943
744	408.8167784
745	408.515945
746	408.1068838
747	408.021318
748	407.791049
749	407.6467262
750	407.31414
751	406.9250472
752	406.9165043
753	406.5895535
754	406.2917656
755	406.0178567
756	405.7745204
757	405.3263905
758	404.8835867
759	404.5434636
760	404.4391163
761	404.4315208
762	404.3314457
763	404.1824776
764	404.1145305
765	403.6601004
766	403.4536665
767	403.2752898
768	402.8954863
769	402.3697336
770	402.1161805
771	401.9139114
772	401.7621564
773	401.4137321
774	401.1706854
775	400.9414662
776	400.6622119
777	400.3566029
778	400.1099172
779	400.1024098
780	399.7655249
781	399.467076
782	399.0909233
783	398.9897151
784	398.7976367
785	398.6057783
786	398.3014648
787	398.2200175
788	398.0982016
789	397.927755
790	397.7394096
791	397.533624
792	397.5264462
793	397.1708213
794	396.8614938
795	396.4964013
796	396.229719
797	396.0731196
798	396.0660735
799	395.9558897
800	395.5457008
801	395.35476
802	395.1272851
803	394.9323188
804	394.7543537
805	394.5247688
806	394.2928837
807	393.8813608
808	393.474687
809	393.3392529
810	393.286098
811	393.2032195
812	393.0401389
813	392.7433253
814	392.7364735
815	392.4415422
816	392.18534
817	392.1786644
818	392.034171
819	391.7429287
820	391.4814414
821	391.3696182
822	391.0986244
823	390.8617416
824	390.6000689
825	390.4187455
826	390.1253752
827	389.975882
828	389.9521417
829	389.7397473
830	389.6495122
831	389.6136636
832	389.4397179
833	389.3780181
834	389.1488247
835	388.8653131
836	388.5127419
837	388.3499203
838	388.0134155
839	387.9428963
840	387.7753027
841	387.404585
842	387.1800524
843	387.0762761
844	386.9999235
845	386.7459805
846	386.4052518
847	386.04041
848	385.8753707
849	385.7400782
850	385.4950368
851	385.3382463
852	385.1508706
853	384.9876351
854	384.7645961
855	384.6014162
856	384.2699138
857	384.2651183
858	383.9159822
859	383.645499
860	383.5203024
861	383.2001257
862	382.9025091
863	382.7228405
864	382.4802603
865	382.2772112
866	382.1785664
867	382.0838979
868	381.8888695
869	381.7476798
870	381.4207681
871	381.2278671
872	380.9013121
873	380.673595
874	380.6155807
875	380.3140256
876	380.1391556
877	380.066182
878	380.0112075
879	379.6979936
880	379.6798754
881	379.426988
882	379.4060874
883	379.3135093
884	379.140202
885	378.9937099
886	378.7460957
887	378.5562465
888	378.4013228
889	378.213708
890	377.9549223
891	377.9360918
892	377.6047127
893	377.4444603
894	377.2205845
895	377.0034485
896	376.7009108
897	376.2958866
898	376.0641854
899	375.9517762
900	375.7805852
901	375.5624119
902	375.5218164
903	375.4115678
904	375.3723251
905	375.2057198
906	375.056948
907	374.9916067
908	374.7689482
909	374.5211294
910	374.3327266
911	374.1142922
912	373.8452995
913	373.5610196
914	373.4255082
915	373.2779049
916	373.1413787
917	373.0461887
918	372.7472161
919	372.6130673
920	372.4298096
921	372.0837958
922	371.8261342
923	371.6164398
924	371.5407853
925	371.3398987
926	371.2410658
927	370.895463
928	370.748195
929	370.5553458
930	370.2933243
931	370.0877679
932	369.8089396
933	369.5337444
934	369.3372483
935	369.1388539
936	368.7884241
937	368.63819
938	368.3244063
939	368.2132816
940	368.0226752
941	367.8670263
942	367.6999718
943	367.4107221
944	367.2182335
945	367.1092171
946	367.0885996
947	366.9732624
948	366.8392852
949	366.7352121
950	366.6187548
951	366.4051168
952	366.234152
953	366.0440954
954	366.0098549
955	365.8569375
956	365.7507868
957	365.717797
958	365.4721676
959	365.2906061
960	365.018238
961	364.9206389
962	364.604742
963	364.5248219
964	364.4764978
965	364.2412013
966	364.1901253
967	364.1067202
968	363.9051374
969	363.7768988
970	363.6999007
971	363.4947529
972	363.2646435
973	363.0604551
974	363.0234402
975	362.8652715
976	362.7248621
977	362.5967557
978	362.500731
979	362.2425501
980	361.9737986
981	361.8152934
982	361.7786546
983	361.5200254
984	361.4693177
985	361.1685139
986	361.1301588
987	360.9651372
988	360.8600967
989	360.7283525
990	360.6834105
991	360.4727677
992	360.1178338
993	360.0837203
994	359.8665694
995	359.7062569
996	359.3674039
997	359.2216108
998	359.0972333
999	358.8133558
1000	358.76378
1001	358.7090132
1002	358.6105861
1003	358.3584596
1004	358.1479782
1005	357.9086443
1006	357.6962489
1007	357.4541207
1008	357.338983
1009	357.2880965
1010	357.1132183
1011	356.9264908
1012	356.7916305
1013	356.5375644
1014	356.3014885
1015	356.1892315
1016	356.016993
1017	355.9954932
1018	355.9579666
1019	355.8678336
1020	355.7579404
1021	355.7397633
1022	355.7121694
1023	355.4707585
1024	355.2146728
1025	355.1675253
1026	355.0033957
1027	354.9866434
1028	354.8279024
1029	354.6335102
1030	354.6003032
1031	354.4278129
1032	354.2892012
1033	354.2622077
1034	354.2268208
1035	354.060319
1036	353.9790521
1037	353.8643321
1038	353.6347526
1039	353.5477757
1040	353.3468588
1041	353.1157803
1042	353.0916793
1043	352.9476668
1044	352.7200085
1045	352.6661855
1046	352.4991531
1047	352.2640015
1048	352.212972
1049	352.1039342
1050	351.9855786
1051	351.7985476
1052	351.6971276
1053	351.6159576
1054	351.5741355
1055	351.305152
1056	351.2254418
1057	351.1064361
1058	350.9552864
1059	350.8001279
1060	350.7729522
1061	350.6318643
1062	350.3749034
1063	350.2215899
1064	350.1891538
1065	350.0253705
1066	349.9232309
1067	349.7114285
1068	349.5479109
1069	349.4112049
1070	349.3018754
1071	349.1503977
1072	348.9763163
1073	348.9216988
1074	348.8781378
1075	348.5876046
1076	348.3698692
1077	348.2574129
1078	348.0707556
1079	347.9866084
1080	347.9222994
1081	347.8776235
1082	347.6860035
1083	347.5861758
1084	347.5589929
1085	347.4037305
1086	347.3384272
1087	347.3130826
1088	347.2768069
1089	347.168206
1090	346.9358468
1091	346.8897343
1092	346.8340346
1093	346.7154276
1094	346.4707514
1095	346.3949088
1096	346.2366293
1097	346.1122785
1098	346.0226952
1099	345.8116823
1100	345.6929213
1101	345.659901
1102	345.6378318
1103	345.5016293
1104	345.2687338
1105	345.1020236
1106	344.8733176
1107	344.7778973
1108	344.6613842
1109	344.5518165
1110	344.3373797
1111	344.1741523
1112	343.9953879
1113	343.8316811
1114	343.6521323
1115	343.5105255
1116	343.3811263
1117	343.2464987
1118	343.0941642
1119	342.9273074
1120	342.7671034
1121	342.5645784
1122	342.4718872
1123	342.2955879
1124	342.1148805
1125	341.9403756
1126	341.8420224
1127	341.6526513
1128	341.5504327
1129	341.3038573
1130	341.1447319
1131	341.0256301
1132	340.8780645
1133	340.7499019
1134	340.7070856
1135	340.4647581
1136	340.3012727
1137	340.2689415
1138	340.0440712
1139	340.0025248
1140	339.8703777
1141	339.6268812
1142	339.508642
1143	339.433212
1144	339.298883
1145	339.28573
1146	339.1549232
1147	338.9386853
1148	338.834554
1149	338.7122294
1150	338.499139
1151	338.4334015
1152	338.2726934
1153	338.0797754
1154	337.8447233
1155	337.7968952
1156	337.6928251
1157	337.543952
1158	337.4450875
1159	337.3518637
1160	337.2789559
1161	337.2324213
1162	337.0533107
1163	336.8424761
1164	336.7939708
1165	336.7521724
1166	336.6517432
1167	336.4492489
1168	336.4145429
1169	336.3189425
1170	336.1831525
1171	336.0598362
1172	336.0003942
1173	335.8812427
1174	335.6862955
1175	335.5041722
1176	335.4524857
1177	335.2949225
1178	335.2188551
1179	335.1089498
1180	335.0038704
1181	334.9058522
1182	334.7829444
1183	334.6397446
1184	334.4403118
1185	334.3179208
1186	334.2473806
1187	334.1128863
1188	333.9595215
1189	333.8560304
1190	333.8056863
1191	333.5893581
1192	333.5027736
1193	333.275518
1194	333.0428236
1195	332.8575589
1196	332.7688553
1197	332.6147451
1198	332.4850427
1199	332.3608379
1200	332.1412965
1201	331.929381
1202	331.8476487
1203	331.7420163
1204	331.6307296
1205	331.5881896
1206	331.4981563
1207	331.4822199
1208	331.4253479
1209	331.3632243
1210	331.26216
1211	331.2221958
1212	331.1174882
1213	331.0703048
1214	331.0445035
1215	330.8806278
1216	330.7252337
1217	330.5115201
1218	330.2929076
1219	330.1547447
1220	330.0544962
1221	329.9544689
1222	329.8742986
1223	329.8492293
1224	329.6253481
1225	329.5357232
1226	329.4103059
1227	329.3285473
1228	329.2899034
1229	329.2018027
1230	329.0771371
1231	328.979253
1232	328.8360004
1233	328.8121659
1234	328.6530888
1235	328.5651729
1236	328.5029863
1237	328.4115086
1238	328.3161296
1239	328.1485976
1240	328.0927415
1241	327.9996886
1242	327.8729506
1243	327.8100915
1244	327.7850513
1245	327.7175261
1246	327.5483087
1247	327.434822
1248	327.3378807
1249	327.1763402
1250	326.9950074
1251	326.8688869
1252	326.7941092
1253	326.7497049
1254	326.5762566
1255	326.5075124
1256	326.4081861
1257	326.342633
1258	326.2794131
1259	326.1708574
1260	326.0587316
1261	325.9981379
1262	325.8956597
1263	325.8368313
1264	325.8249445
1265	325.597917
1266	325.4761993
1267	325.3447977
1268	325.2663949
1269	325.1725334
1270	325.0492675
1271	324.9317172
1272	324.7541813
1273	324.7048026
1274	324.6010025
1275	324.48581
1276	324.3588993
1277	324.3262617
1278	324.1851476
1279	324.0032744
1280	323.8303872
1281	323.7336549
1282	323.6209416
1283	323.5098182
1284	323.3525613
1285	323.2478877
1286	323.1659437
1287	323.0923005
1288	322.9422324
1289	322.869229
1290	322.7779413
1291	322.6330795
1292	322.4603753
1293	322.3991159
1294	322.293758
1295	322.2049352
1296	322.191723
1297	322.1550921
1298	322.0427607
1299	321.9089858
1300	321.8630931
1301	321.8060865
1302	321.742905
1303	321.6644239
1304	321.5752032
1305	321.4676667
1306	321.3379459
1307	321.2757696
1308	321.2271284
1309	321.0774242
1310	320.967067
1311	320.9211056
1312	320.8726339
1313	320.7723785
1314	320.5858556
1315	320.5081739
1316	320.4545582
1317	320.4035903
1318	320.3002117
1319	320.1402964
1320	320.1248227
1321	320.0942424
1322	320.0478607
1323	319.9651145
1324	319.888733
1325	319.7868154
1326	319.7644444
1327	319.6589759
1328	319.5314087
1329	319.4710019
1330	319.4027374
1331	319.2639668
1332	319.1593843
1333	319.1112366
1334	319.0668927
1335	318.9600243
1336	318.8907693
1337	318.7354335
1338	318.6271828
1339	318.5835887
1340	318.4996185
1341	318.3746494
1342	318.1793818
1343	318.1583292
1344	318.1332535
1345	318.0846864
1346	317.9424572
1347	317.9257902
1348	317.8512946
1349	317.7570172
1350	317.6956073
1351	317.5686095
1352	317.5110716
1353	317.3919229
1354	317.2695713
1355	317.0492757
1356	317.0071157
1357	316.983287
1358	316.9255694
1359	316.7785471
1360	316.7042047
1361	316.6810627
1362	316.6325578
1363	316.608846
1364	316.4248806
1365	316.2776107
1366	316.2348342
1367	316.175393
1368	316.0977417
1369	316.0344001
1370	315.9128765
1371	315.720906
1372	315.5877807
1373	315.5661843
1374	315.5060107
1375	315.2992887
1376	315.1294828
1377	315.0858779
1378	315.0730891
1379	314.9940661
1380	314.8793902
1381	314.7364436
1382	314.6114172
1383	314.5315649
1384	314.366864
1385	314.1759269
1386	314.031319
1387	313.9930659
1388	313.9010956
1389	313.7730062
1390	313.7468287
1391	313.6721137
1392	313.6196597
1393	313.4900669
1394	313.4246721
1395	313.3106213
1396	313.2923376
1397	313.1600725
1398	313.0627602
1399	312.9383748
1400	312.852829
1401	312.775469
1402	312.725852
1403	312.6608037
1404	312.6500962
1405	312.5539971
1406	312.4620671
1407	312.4114961
1408	312.301655
1409	312.1785543
1410	312.0835871
1411	312.0266739
1412	311.9018457
1413	311.7500996
1414	311.6371504
1415	311.5445723
1416	311.5177196
1417	311.4754879
1418	311.3835913
1419	311.2337263
1420	311.1733417
1421	311.0063568
1422	310.9894558
1423	310.8883223
1424	310.8511493
1425	310.7609457
1426	310.7073372
1427	310.5860122
1428	310.5130197
1429	310.4376877
1430	310.3394994
1431	310.2776518
1432	310.2348043
1433	310.1767658
1434	310.0528183
1435	309.9773422
1436	309.9571029
1437	309.915843
1438	309.7899253
1439	309.725356
1440	309.6373962
1441	309.6234351
1442	309.5203636
1443	309.5088387
1444	309.3857088
1445	309.3043562
1446	309.2498776
1447	309.2059275
1448	309.1460388
1449	309.071188
1450	308.9736561
1451	308.8577499
1452	308.8105049
1453	308.759794
1454	308.668117
1455	308.558376
1456	308.4764698
1457	308.3535248
1458	308.3009319
1459	308.1506902
1460	308.0946001
1461	307.9804695
1462	307.8359005
1463	307.7657547
1464	307.7272823
1465	307.6136892
1466	307.5903703
1467	307.4628096
1468	307.3623853
1469	307.1637377
1470	307.0665607
1471	307.0009611
1472	306.9639751
1473	306.8532742
1474	306.8340857
1475	306.7116927
1476	306.6959012
1477	306.6561711
1478	306.5230482
1479	306.3607704
1480	306.3201642
1481	306.2710915
1482	306.1055146
1483	305.9850695
1484	305.8424608
1485	305.7598419
1486	305.6271035
1487	305.5539962
1488	305.4521952
1489	305.300984
1490	305.2506232
1491	305.2183019
1492	305.1085299
1493	304.9594167
1494	304.921934
1495	304.8459096
1496	304.7768425
1497	304.7584719
1498	304.5556833
1499	304.4191034
1500	304.3467398
1501	304.3180813
1502	304.1804087
1503	304.1259858
1504	304.0558025
1505	304.0411255
1506	303.9508127
1507	303.8952214
1508	303.8457749
1509	303.7057462
1510	303.6278513
1511	303.5440449
1512	303.4958436
1513	303.4320821
1514	303.3203188
1515	303.2740037
1516	303.2657436
1517	303.1945773
1518	303.1832719
1519	303.0996235
1520	303.0867304
1521	303.0191217
1522	303.0031448
1523	302.9438308
1524	302.9094969
1525	302.8254937
1526	302.7554732
1527	302.6430369
1528	302.5215544
1529	302.395209
1530	302.3589681
1531	302.3078799
1532	302.253732
1533	302.1622429
1534	302.093264
1535	301.9665784
1536	301.9261393
1537	301.8127251
1538	301.7622489
1539	301.5856038
1540	301.4118784
1541	301.3751758
1542	301.363547
1543	301.3452578
1544	301.2527626
1545	301.1749882
1546	301.1114346
1547	300.9829719
1548	300.8770714
1549	300.7760831
1550	300.6603531
1551	300.5053284
1552	300.4399306
1553	300.324255
1554	300.2474158
1555	300.1945897
1556	300.1769679
1557	300.1132367
1558	300.0750465
1559	300.0611704
1560	299.977837
1561	299.9646783
1562	299.8511143
1563	299.7173597
1564	299.6225728
1565	299.613777
1566	299.561072
1567	299.548486
1568	299.5362958
1569	299.4914803
1570	299.399706
1571	299.2904597
1572	299.1956761
1573	299.0651751
1574	299.0314965
1575	299.0141736
1576	298.8404296
1577	298.7096619
1578	298.6361622
1579	298.5166312
1580	298.5049262
1581	298.4883602
1582	298.4243388
1583	298.3243086
1584	298.2597699
1585	298.1655182
1586	298.0557225
1587	298.0240618
1588	297.9587746
1589	297.8590097
1590	297.7307085
1591	297.6246574
1592	297.5632073
1593	297.4901912
1594	297.4060438
1595	297.2983183
1596	297.1639305
1597	297.1008929
1598	296.9754933
1599	296.8948821
1600	296.733834
1601	296.6450291
1602	296.5160242
1603	296.4478999
1604	296.3604756
1605	296.2412742
1606	296.1268223
1607	296.1199757
1608	296.0840337
1609	296.0162793
1610	295.9896374
1611	295.9337121
1612	295.8605925
1613	295.8073151
1614	295.6840631
1615	295.6726702
1616	295.6015513
1617	295.525301
1618	295.4199345
1619	295.4075706
1620	295.3454468
1621	295.2953032
1622	295.2632614
1623	295.1424011
1624	295.0776859
1625	295.0023751
1626	294.9444919
1627	294.917969
1628	294.806077
1629	294.7288735
1630	294.7067349
1631	294.6139127
1632	294.5333112
1633	294.4293519
1634	294.324253
1635	294.3164654
1636	294.2377256
1637	294.1731667
1638	294.0602125
1639	294.0151091
1640	293.9985029
1641	293.9570571
1642	293.8875995
1643	293.7962744
1644	293.7564105
1645	293.6837798
1646	293.6684052
1647	293.657568
1648	293.561974
1649	293.4832206
1650	293.4607323
1651	293.3433973
1652	293.1845466
1653	293.1327677
1654	293.0243664
1655	292.9576873
1656	292.8425777
1657	292.8046213
1658	292.7134778
1659	292.65352
1660	292.6258529
1661	292.5246256
1662	292.3925006
1663	292.3110009
1664	292.2113653
1665	292.1211146
1666	292.0416706
1667	291.9358394
1668	291.9044725
1669	291.846709
1670	291.75592
1671	291.6335206
1672	291.590566
1673	291.5194756
1674	291.4805229
1675	291.3884555
1676	291.3388937
1677	291.2360659
1678	291.1679426
1679	291.1325083
1680	291.1088676
1681	291.0228029
1682	291.0012018
1683	290.9548439
