country,agricultural_land_percent,forest_land_percent,trade_in_services_percent,control_of_corruption_estimate,access_to_electricity_percent,renewvable_energy_consumption_percent,co2_emisions,inflation_annual_percent,goverment_effectiveness_estimate,doing_business,individuals_using_internet_percent,gdp_current_us,political_stability_estimate,rule_of_law_estimate,government_expenditure_on_education_percent,government_health_expenditure_percent,life_expectancy_at_birth,population,voice_and_accountability_estimate,intentional_homicides,income_group,continent
Burundi,77.68691588785046,10.8894080996885,11.235571881174966,-1.371844959259032,9.003361282348632,87.888,542.04,4.730688716432926,-1.385460162162782,166.0,2.4584383846,2743155872.988588,-1.8199214458465562,-1.41066253185272,5.250138854980466,2.286912966,61.32039999999999,11230875.6,-1.559323143959044,5.060708786159315,Low,Africa
Cabo Verde,19.6029776674938,11.12158808933002,47.07387370865304,0.8357051253318788,88.83241699218748,24.572,567.88,0.3742898578149078,0.20890477448701858,137.0,54.322275228,2010733155.52477,0.8364947676658632,0.41097737550735464,4.6160386085510225,3.19823594,75.7384,564749.2,0.9607330560684204,7.461278472220149,Upper_middle,Africa
Cambodia,32.78796680262858,48.35395422615,33.791252833597035,-1.290355467796326,77.05073477172851,57.23,12761.68,2.311473488469956,-0.681597673892975,144.0,33.901152117500004,22381009270.296577,0.07966556400060654,-1.048453593254091,2.1888510465621964,1.50485158,70.373,15821156.0,-1.16705105304718,,Lower_middle,Asia
Cameroon,20.6257536333058,43.38490829472616,11.99401740139838,-1.176413631439208,60.932913818359395,78.676,9171.58,1.542499020225294,-0.8482346296310427,167.0,25.668430874000002,36353587127.55028,-1.2212311148643484,-1.071141970157624,2.8716498851776118,0.325837026,60.693000000000005,24395309.0,-1.0755292296409604,3.725457238319137,Lower_middle,Africa
Canada,6.457569440494156,38.70794783165414,12.872993676717162,1.8381682872772198,100.0,22.038,565874.58,1.6736759466160702,1.733037996292112,23.0,92.08285372,1640564715764.84,1.1102040767669676,1.7611984729766839,4.835536003112795,7.6143298139999995,81.92921951219515,36604789.0,1.464356732368468,1.7717200407837659,High,North America
Central African Republic,7.877941506950468,35.94497415647374,,-1.259891271591186,13.8264514541626,91.846,215.54000000000002,2.965331334745886,-1.7849628210067738,184.0,4.5218322898,2007094865.8164322,-1.9949067115783699,-1.7608927965164198,1.7503529071807862,0.6583999859999999,53.873599999999996,5004871.0,-1.167117643356322,20.120400654,Low,Africa
Chad,39.9601334180432,3.695520965692502,,-1.434446406364442,9.260820960998544,72.826,1515.524,1.0700538612596335,-1.5457341670990001,182.0,6.612834257,10720536745.2421,-1.2779880762100206,-1.316821384429932,2.363612079620362,0.7659266220000001,52.412800000000004,15109963.8,-1.393676805496214,,Low,Africa
Chile,16.225987045614723,23.99619653222728,8.967463265187977,1.0290555596351614,99.8829688,24.887999999999998,86879.73999999999,3.062024026070148,0.8669141650199892,59.0,82.486649748,268481186030.298,0.3260038197040559,1.0046809434890756,5.359237957000734,4.438682508,80.12679999999999,18412703.0,1.001610469818114,3.673991693436694,High,South America
China,55.62287899859227,22.8246111793447,5.59419241474062,-0.2915451169013978,100.0,13.16,10227910.879999999,2.0008372390456737,0.446517676115036,32.0,56.21617626,12556050809406.582,-0.36915837228298176,-0.287905788421631,3.665189027786254,2.92934184,77.43100000000001,1394874000.0,-1.562267518043516,0.578507388617312,Upper_middle,Asia
Colombia,39.917476340693995,53.84688598467778,7.690244114781132,-0.3577690780162812,98.60623152871094,31.302,79751.86,4.716238663688464,-0.07539617717266074,67.0,61.086924788,309061852992.4268,-0.9051424741744996,-0.33069672584533677,4.488580036163333,5.462897206,76.57480000000001,48512344.2,0.12299474338069541,26.117694597886782,Upper_middle,South America
Comoros,71.4669532509404,18.3954862976894,17.135119479967422,-0.8193209648132331,78.7073455810547,57.674,262.34000000000003,,-1.69311008453369,160.0,10.064851418,1088024365.8872237,-0.1477142121642829,-1.0614575743675236,2.5450599193573,0.662791926,63.5476,761082.2,-0.4238467812538148,,Lower_middle,Africa
Costa Rica,34.89228358793578,58.47563650607128,21.2876879731416,0.5853975296020508,99.5839608,34.464,7968.660000000001,1.3455142105940001,0.3028351247310638,74.0,70.381477766,60528564120.1365,0.5598033964633943,0.46983286142349245,6.869053936004638,5.315308478,79.36659999999999,4991911.0,1.1209579706191999,11.56392212203934,High,South America
Croatia,27.046672861125,34.4809113001215,33.948263833061766,0.10320812463760384,100.0,31.827999999999996,16768.739999999998,0.3623636910188236,0.4774967551231386,51.0,72.80258146,56476724393.71968,0.6803048372268679,0.2850782930850982,4.330935955047608,5.560861940000001,77.92390243902442,4131116.0,0.49211192131042464,0.8768945251054305,High,Europe
Cuba,60.56965827235577,31.0873754378513,,0.1111284889280795,99.38821655273438,21.895999999999997,26744.120000000003,,-0.14936835137195884,,53.616381841999996,95766298730.31271,0.6394483089447022,-0.48716961145401,9.007813135782877,10.480720139999999,77.61019999999999,11332650.4,-1.513505434989928,4.761211857720378,Upper_middle,South America
Cyprus,13.317430735930738,18.680303030303,94.55251331126826,0.7431137442588808,100.0,11.122,7164.38,-0.2617071337894192,0.934039282798766,54.0,79.771269554,23027327831.43284,0.5392232775688173,0.80135555267334,5.675047874450682,3.0286820420000002,81.2258,1208270.2,1.039478158950804,1.075842987298343,High,Europe
Czechia,45.46008128480466,34.6038231611914,22.54413605251714,0.5273880124092104,100.0,14.934000000000001,101632.51999999999,1.6881547302315016,0.9872349381446852,41.0,78.48486444,220896556136.39398,0.978475642204284,1.0440885663032513,4.784047985076905,6.139076326,78.96829268292683,10601725.4,0.9210385203361516,0.7502262840857921,High,Europe
Democratic Republic of the Congo,14.632848856443399,57.10476875234332,5.558719408263732,-1.439285612106324,17.92848922729494,96.444,2868.528,1.815025033840675,-1.619311118125918,183.0,9.362213518599999,42483162546.87276,-2.081613349914554,-1.7160037279129021,1.9146933158238733,0.5370087619999999,59.437,84273079.8,-1.399117946624756,,Low,Africa
Denmark,65.74382,15.645,42.08332771481438,2.17143521308899,100.0,34.269999999999996,33011.8,0.6841814726469754,1.8094916105270378,4.0,97.15265763,330250003667.85803,0.898836362361908,1.861927604675292,7.10261297225952,8.550588608,81.01268292682929,5756906.2,1.5457317590713502,1.0910570486572415,High,Europe
Djibouti,73.46074201898185,0.2428817946505606,58.74080546197482,-0.7363405823707583,61.25596588134764,26.183999999999997,417.718,1.185271809483238,-0.9896036863327036,112.0,45.34467506,2758849743.81193,-0.45741916894912704,-0.9551707506179815,3.7515224814415,1.2502103679999998,62.6136,1040189.0,-1.395482945442198,,Lower_middle,Asia
Dominica,33.3333333333333,63.826666666666696,61.371499382165915,0.585240995883942,98.58512115478518,9.034,173.68,0.4176113576289544,-0.076879197359085,111.0,68.7579043175,560965185.1851852,1.0607090115547195,0.6867668509483338,4.79862904548645,3.5141206259999995,70.7058,70547.2,0.8655876755714418,19.846401763753498,Upper_middle,South America
Dominican Republic,50.44425427027742,44.02466452849704,15.306705675543881,-0.8280284523963928,99.0720728,15.580000000000002,24575.3,2.2211014793053834,-0.3617614209651946,115.0,68.03907575000001,80272856743.46634,0.12598870662041003,-0.4084975361824036,3.8671491146087638,2.566493416,73.1624,10645616.2,0.1600033134222032,11.53000068583362,Upper_middle,South America
Ecuador,22.2845868899984,51.0977613142213,6.38485794852897,-0.6233509540557864,98.90317660000001,15.786000000000001,39927.18,1.2308311447852676,-0.36302432417869557,129.0,55.100671704,103838791200.0,-0.1302096396684646,-0.7059028983116148,4.564564228057862,4.606532764,76.98299999999999,16738368.6,-0.11957226814702152,6.162337952085022,Upper_middle,South America
Egypt,3.8466244010246617,0.045876739163192515,13.174490142542103,-0.571329438686371,99.86,5.308,232428.24,15.448994065268028,-0.49210829734802236,114.0,45.644971588,298287702873.2854,-1.336281394958498,-0.43345148563385,3.93084812164307,1.570640612,71.0708,101731330.2,-1.282899284362792,1.5407536435960267,Lower_middle,Asia
El Salvador,58.240347490347496,28.83108108108106,18.0939286814308,-0.5321210503578186,96.512,21.863999999999997,7045.039999999999,0.41013455471713084,-0.40756676793098456,91.0,36.782320196,25102170000.0,-0.1796745896339417,-0.8085026979446412,3.690641975402832,4.6995305080000005,72.25280000000001,6260957.8,0.12877084165811534,69.18938805976379,Upper_middle,South America
Equatorial Guinea,3.72691622103387,88.18181818181816,,-1.5852869272232062,66.3495666503906,5.718,5327.719999999999,1.2846548301652099,-1.1504305124282819,178.0,30.118415455,12217673057.24314,-0.15294818878173813,-1.361886835098266,,0.62149657,60.8476,1450343.2,-1.934001636505124,,Upper_middle,Africa
Eritrea,62.70278826066262,8.793751510807208,,-1.328838658332824,48.02082214355468,81.116,621.554,,-1.7658300876617439,189.0,3.1005168,,-0.7179094195365904,-1.607753443717958,,0.7821907180000001,66.6532,3409283.6,-2.166521406173706,,Low,Africa
Estonia,23.00977758405676,56.50178683423536,43.620623037544156,1.336683177947998,100.0,28.57,14567.080000000002,1.7574361185200444,1.0908868789672859,18.0,88.667665818,27118919715.08714,0.625877571105957,1.237507605552676,5.159766006469728,4.960097692,78.04292682926832,1319491.2,1.195762944221498,2.441752441989326,High,Europe
Eswatini,70.02325581395351,28.71674418604652,7.420324986951771,-0.2162234291434287,70.40918420410156,67.566,1102.6,5.286594538992614,-0.5768304228782656,121.0,37.449481902,4283009341.1425524,-0.3795255541801452,-0.3464140295982362,5.680487251281738,3.2502905839999996,57.906600000000005,1151578.2,-1.398200893402098,10.440252045805765,Lower_middle,Africa
Ethiopia,33.332149265848365,15.31824008594234,11.779352454972301,-0.4882547974586486,41.81838897705078,90.252,15782.460000000001,11.305363158203974,-0.7026962637901306,159.0,15.374884989999998,80167752986.45076,-1.47394368648529,-0.4871774673461914,5.082981395721438,0.8448036800000001,64.8258,108242621.0,-1.271530961990356,,,Africa
Fiji,17.1975916803503,61.301587301587304,41.31934633628258,0.547999405860901,94.74954223632812,28.25,1314.84,2.88805347141071,0.2317824244499204,102.0,60.757339358,5198399051.339895,0.7331432819366455,0.01292788833379751,4.93645601272583,2.250683786,67.5154,918410.2,0.06993270367383954,,Upper_middle,Asia
Finland,7.47859623773971,73.73370453078155,23.70580682147808,2.1697420597076422,100.0,44.001999999999995,43382.740000000005,0.6021371243596265,1.9301534175872799,20.0,88.01841149399999,255035326468.09238,0.9602502346038818,2.026468896865844,6.5878500938415545,7.291432951999999,81.65170731707317,5504035.8,1.55728302001953,1.417148099910802,High,Europe
France,52.386767405037276,31.052109643379602,20.29516170651018,1.266260743141176,100.0,14.49,310048.36,0.8424403996641937,1.373228168487548,33.0,80.632247924,2605426231679.9717,0.10843586660921578,1.376557445526124,5.419301986694334,8.46439743,82.59463414634148,66947349.0,1.15350227355957,1.232459328211678,High,Europe
Gabon,8.35656459812939,91.4589979431055,14.9845501514269,-0.8140942215919494,88.31424475097656,86.568,5647.82,2.326694370574031,-0.8755817532539376,169.0,54.488486683999994,15415643476.11552,-0.10666110385209342,-0.6752246737480163,2.998730278015136,1.7227938420000002,66.072,2137947.0,-0.985658645629884,,Upper_middle,Africa
Gambia,63.04347826086954,25.6788537549407,14.934952705755899,-0.6462273299694062,57.92782852172852,48.2,597.22,7.141616381522415,-0.8377403259277345,155.0,22.860974398,1570389195.583004,-0.07875714711844925,-0.572520351409912,2.332804727554324,1.14383148,63.059400000000004,2381064.0,-0.7613385498523713,,Low,Africa
Georgia,34.375305799395605,40.6159159591308,36.08822467072968,0.7227477073669432,99.97999999999999,26.860000000000003,9878.98,3.928393106001458,0.4899564146995544,7.0,59.459835122,16281055243.8957,-0.42265732288360597,0.26790309846401217,3.54418077468872,2.7442714219999997,73.4494,3725499.0,0.24629745185375224,1.9620111259568975,Upper_middle,Europe
Germany,47.74966685545854,32.693728627277096,18.14943955691708,1.8235766887664782,100.0,15.424000000000001,717625.9,1.1386993126437719,1.5898873090744021,22.0,86.264157738,3676381856017.8477,0.6111197113990784,1.61794719696045,4.93246202468872,8.789864158,80.9619512195122,82538205.2,1.4030210018157958,0.9368889993878815,High,Europe
Ghana,54.10471697283994,34.90943130878088,27.84151776543328,-0.1772272124886512,79.24005340576171,43.85,15763.0,12.385786191599,-0.2739465057849886,118.0,35.37875667,60322749348.98772,-0.0026735782623290793,0.0667007366195321,3.8802822113037125,1.33625915,63.988,30208087.0,0.55565527677536,1.8244369079432619,Lower_middle,Africa
Greece,46.857128316524445,30.269981380915443,28.43357793881562,-0.0811933835968376,100.0,17.328,65333.159999999996,-0.11233171404756523,0.21688420474529257,79.0,70.74508513800001,201195657547.0628,-0.026054847240447803,0.1367881625890731,3.667498159408568,4.312323952,81.4278048780488,10761199.4,0.7062867403030395,0.8230030514277139,High,Europe
Grenada,23.5294117647059,52.058823529411804,67.56278049828056,0.45388786792755137,92.13815551757814,11.001999999999999,300.8,0.6891304493535272,-0.14409948438406,146.0,58.202438042,1112866666.6666675,0.9354596376419068,0.3382945209741592,3.6572012106577567,1.899039458,74.8422,120885.8,0.7097950339317322,9.404521506214703,Upper_middle,South America
Guatemala,42.21351250466592,33.245614035087705,9.86239008330777,-0.819215202331543,93.04885040283204,63.672000000000004,17506.28,3.742708945356056,-0.712129271030426,96.0,37.423263498,70078781075.02036,-0.593269753456116,-1.047381901741029,3.050015974044802,2.26897254,72.5728,16086700.6,-0.3205647766590118,29.1080970022403,Upper_middle,South America
Guinea,59.38222366921698,25.67556568451896,7.584716178641965,-0.9948915123939516,38.196276397705084,72.986,3380.4800000000005,9.632950101997544,-1.043383097648621,156.0,17.239256658,10602943625.883373,-0.640964925289154,-1.2308479070663458,2.324885988235474,0.645447188,59.015,12246035.0,-0.7789769172668456,,Lower_middle,Africa
Guinea-Bissau,28.626671408250377,71.3133001422475,13.422341969269528,-1.550045061111452,25.66754035949708,86.688,307.32,1.0597761273755217,-1.650106620788576,174.0,14.664018058,1304336040.237958,-0.5411931514739992,-1.377963471412658,,0.5217034220000001,60.0504,1879741.8,-0.6887723624706266,2.30285772681124,Low,Africa
Guyana,5.29337058674117,93.6903835407671,22.51192665600728,-0.38585496544837944,89.90107574462891,19.298,2483.066,1.0218007329907433,-0.309078311920166,134.0,46.4064450275,4694421812.357783,-0.13386462405324,-0.396532106399536,4.437202572822573,2.712599802,68.6544,772327.4,0.238697564601898,16.933098947598438,High,South America
Haiti,72.06821480406384,12.940130624092879,9.723118028120847,-1.30083544254303,42.87336547851562,76.208,3315.66,12.020006099881778,-2.086754012107846,179.0,25.829450852,15086443907.05246,-0.7241981506347657,-1.0687579274177559,1.627556586265566,0.497953824,63.751400000000004,10862801.6,-0.7587220907211304,8.8268078641887,Lower_middle,South America
Honduras,30.93216551970686,57.39629993743854,21.305429582248358,-0.708047378063202,90.156342,48.798,9907.52,3.706005046630102,-0.678170335292816,133.0,32.758484712,22998266482.0476,-0.5153567790985109,-1.04799611568451,6.160734844207762,2.923352766,72.69239999999999,9626764.8,-0.4790657937526704,45.83379375893357,Lower_middle,South America
Hong Kong,4.8,,53.820568238801,1.597941184043886,100.0,0.20400000000000001,,2.4366741858897143,1.8228108167648318,3.0,88.8189016,339264969153.2982,0.627527391910552,1.6899823904037479,3.4002240180969237,,84.66000000000001,7396320.0,0.379448452591896,0.3914495559801382,High,Asia
Hungary,57.90707867630944,22.544838921762,31.88380099409748,0.0739629406481982,100.0,14.546000000000001,46709.4,1.774040343578061,0.4686105847358705,52.0,77.058150106,144296457818.59662,0.735322391986847,0.47651274800300597,4.514813995361326,4.56776104,75.9668292682927,9798344.4,0.46584084630012523,1.494427130241417,High,Europe
Iceland,18.63035122696084,0.4914724692780593,39.731722598101236,1.8145586013793942,100.0,80.408,1739.8,2.157457653566238,1.42667520046234,26.0,98.64222253,22796171591.77356,1.399395966529846,1.618630909919738,7.528855991363524,6.768858624000001,82.67170731707316,344587.6,1.360583376884462,0.6408571916230698,High,Europe
India,60.31562832513225,24.00142607771452,11.6113660473855,-0.31323634684085844,92.19328063964845,32.995999999999995,2308840.68,4.1703390717628634,0.1151510216295718,62.0,19.840962292,2517679081361.5117,-0.8967689752578739,-0.044491161778569197,4.210694313049315,0.9590874420000001,70.368,1353562776.2,0.37689615488052375,3.0930121010406237,Lower_middle,Asia
Indonesia,32.89447403728004,50.1014903178077,6.120164977450527,-0.41169379353523283,98.13147348739645,24.21,532345.08,3.985331484577192,-0.02346661910414683,73.0,33.488238034,993944349044.4944,-0.5117658078670502,-0.35459656715393056,3.083970880508424,1.34016943,70.0578,264418145.0,0.1555980771780014,,Upper_middle,Asia
Iran,28.58466474562786,6.593888906868226,,-0.8534642934799193,99.97,0.986,619102.42,17.139299066850334,-0.3619528174400332,127.0,61.051438241999996,393227829050.0662,-1.1452611684799192,-0.7639985322952271,3.228038024902344,3.457634402,75.7986,84356782.4,-1.37465226650238,,Upper_middle,Asia
Iraq,21.47984004717502,1.90036118379833,12.24995269483812,-1.434686064720154,99.7755764770508,0.772,156349.82,0.46047733854384243,-1.24598581790924,172.0,27.865269309999995,196319564118.4064,-2.396033430099486,-1.7308224439620978,,1.4511251560000002,70.3862,39646227.6,-1.0309167146682732,,Upper_middle,Asia
Ireland,65.08927275366526,11.14553636231672,123.394806121082,1.5691735982894899,100.0,10.28,37422.38,0.2972746938543256,1.3508056402206419,24.0,85.021798816,342758334216.0924,0.9386124849319447,1.467007756233216,3.38675999641418,5.195844076,82.03414634146344,4813267.2,1.3037913322448742,0.7325965253036548,High,Europe
Israel,27.81515711645102,6.700554528650647,21.37214105635248,0.8745015740394597,100.0,3.992,64334.96,0.1500860805713376,1.294793820381166,35.0,81.821486402,352584906969.968,-0.9051514267921437,1.0267952322959881,5.944955921173095,4.6410281179999995,82.52341463414635,8715240.0,0.7036635518074034,1.406761211340068,High,Asia
Italy,43.35858917617166,31.80295563135858,11.5574666856793,0.14705572687089444,100.0,16.688,328501.48,0.5840082977939114,0.47781798839569084,58.0,64.956245588,1955748044228.6243,0.34385604858398444,0.2979652047157288,4.057154035568236,6.455819798,83.11560975609758,60409126.0,0.9858128309249876,0.6415143096350875,High,Europe
Jamaica,38.5041551246537,54.03785780240072,39.666721213434855,-0.21215731352567682,97.1868908691406,10.462,7769.3,3.61254034870234,0.5011819541454317,71.0,56.143135734,14927315650.0428,0.2983647882938386,-0.20506475567817678,5.321487998962402,3.8234111760000005,71.977,2806224.8,0.637554323673248,48.73717821348686,Upper_middle,South America
Japan,13.112757201646058,68.4164609053498,7.77777310258332,1.4626301050186161,100.0,6.895999999999999,1135762.8199999998,0.5220182679244536,1.6609027862548822,30.0,91.48880912199999,4907664088200.242,1.0359179496765127,1.4782095670700062,3.147839069366454,9.002828028,84.08917073170731,126926600.0,0.9799904942512511,0.2660078576914222,High,Asia
Jordan,11.685957595845299,1.0981856889832982,27.95387960564766,0.18529049605131157,99.9289178466797,5.75,24783.760000000002,1.378487557004638,0.09242981970310223,75.0,62.03093479,41592336507.04228,-0.4384477138519286,0.2523047387599946,3.1522399783134474,3.749339056,75.50919999999999,10166566.2,-0.7211374044418336,1.2492084052305419,Lower_middle,Asia
Kazakhstan,79.91450161129012,1.247158380560802,10.472391422628125,-0.664072149991989,100.0,1.906,205984.38,7.983282409015702,-0.06547280773520472,25.0,76.52518956600001,169895935232.4864,-0.04663930018432444,-0.5058477997779847,2.798084020614624,1.847575664,72.732,18032952.4,-1.208498358726502,4.889221351459765,Upper_middle,Europe
Kenya,48.64883859858734,6.282492884000422,9.914711810828344,-0.917956721782684,56.282521514892565,71.422,19246.68,6.162146894793298,-0.42428712844848626,56.0,18.636745683999997,83910703626.12924,-1.201934194564816,-0.45699701905250556,4.857476520538328,1.88860159,62.431,48919809.8,-0.22887222319841358,4.206337958894668,Lower_middle,Africa
Kiribati,41.9753086419753,1.45679012345679,52.7317236162079,0.3338537365198134,89.10479729253376,44.638,67.38,0.319159614595776,-0.1714885152876377,164.0,27.121408794,181804827.3795304,0.9293341636657715,0.4278105974197386,13.186682224273675,8.102435588,66.5986,120416.8,1.0458274841308604,,Lower_middle,Asia
Kosovo,,,30.142517894932098,-0.5187851071357727,,,,0.9908528214353884,-0.4195399940013885,57.0,86.66831439,7187557541.671786,-0.3509750813245776,-0.41284445524215696,,,78.8808,1788543.8,-0.1337064549326896,2.265180742280018,Upper_middle,Europe
Kuwait,8.42648709315376,0.350729517396184,28.70896705125394,-0.27777929604053503,100.0,0.026000000000000002,91458.38,2.0553827174726513,-0.12748952694237237,83.0,92.948303074,123814761441.6462,-0.01232646480202686,0.08874496184289456,,4.180725526,79.6902,4168003.4,-0.6319164752960206,0.7774961082242501,High,Asia
Kyrgyzstan,54.61584984358706,6.616010636079248,24.594052548524637,-1.0563367128372185,99.65693481445312,24.419999999999998,10141.08,2.548750116040206,-0.8148478746414185,80.0,48.549408555999996,7767318553.997012,-0.5386266946792604,-0.9690005540847789,5.903453922271728,2.458485652,71.16048780487804,6202720.0,-0.41178452968597423,3.298868181739844,Lower_middle,Europe
Laos,9.721317157712296,72.3526863084922,12.27420643801088,-0.9941697716712958,92.72178100585936,50.896,16493.46,1.8125393271802495,-0.5889503717422485,154.0,29.782538627999998,16858449915.18388,0.47917748689651507,-0.873381245136261,2.493265342712402,0.869469106,67.4086,6998751.6,-1.7659731388092041,,Lower_middle,Asia
Latvia,31.00422646118244,54.62548411461264,28.25873854771212,0.4220257639884948,100.0,40.326,7386.44,1.7182204288998606,0.9905588150024425,19.0,81.77387780000001,30897013009.89464,0.4357164025306702,0.8994903087615969,4.594169902801513,3.5621527219999995,74.77219512195123,1944061.6,0.8268674731254577,3.7469171410265636,High,Europe
